Seiyaryu;Oscillo Hero #2;Twin-Headed Thunder Dragon;2800;2100;Monster;false
Seiyaryu;Sanga of the Thunder;Twin-Headed Thunder Dragon;2800;2100;Monster;false
Seiyaryu;Thunder Dragon;Twin-Headed Thunder Dragon;2800;2100;Monster;false
Seiyaryu;The Immortal of Thunder;Twin-Headed Thunder Dragon;2800;2100;Monster;false
Seiyaryu;Electric Snake;Twin-Headed Thunder Dragon;2800;2100;Monster;false
Seiyaryu;Thunder Nyan Nyan;Twin-Headed Thunder Dragon;2800;2100;Monster;false
Seiyaryu;Tripwire Beast;Twin-Headed Thunder Dragon;2800;2100;Monster;false
Seiyaryu;Electric Lizard;Twin-Headed Thunder Dragon;2800;2100;Monster;false
Seiyaryu;LaLa Li-oon;Twin-Headed Thunder Dragon;2800;2100;Monster;false
Seiyaryu;Kaminarikozou;Twin-Headed Thunder Dragon;2800;2100;Monster;false
Seiyaryu;Kaminari Attack;Twin-Headed Thunder Dragon;2800;2100;Monster;false
Seiyaryu;Mega Thunderball;Twin-Headed Thunder Dragon;2800;2100;Monster;false
Seiyaryu;Bolt Escargot;Twin-Headed Thunder Dragon;2800;2100;Monster;false
Seiyaryu;Bolt Penguin;Twin-Headed Thunder Dragon;2800;2100;Monster;false
Kaiser Dragon;Time Wizard;Thousand Dragon;2400;2000;Monster;false
Kaiser Dragon;Oscillo Hero #2;Twin-Headed Thunder Dragon;2800;2100;Monster;false
Kaiser Dragon;Sanga of the Thunder;Twin-Headed Thunder Dragon;2800;2100;Monster;false
Kaiser Dragon;Thunder Dragon;Twin-Headed Thunder Dragon;2800;2100;Monster;false
Kaiser Dragon;The Immortal of Thunder;Twin-Headed Thunder Dragon;2800;2100;Monster;false
Kaiser Dragon;Electric Snake;Twin-Headed Thunder Dragon;2800;2100;Monster;false
Kaiser Dragon;Thunder Nyan Nyan;Twin-Headed Thunder Dragon;2800;2100;Monster;false
Kaiser Dragon;Tripwire Beast;Twin-Headed Thunder Dragon;2800;2100;Monster;false
Kaiser Dragon;Electric Lizard;Twin-Headed Thunder Dragon;2800;2100;Monster;false
Kaiser Dragon;LaLa Li-oon;Twin-Headed Thunder Dragon;2800;2100;Monster;false
Kaiser Dragon;Kaminarikozou;Twin-Headed Thunder Dragon;2800;2100;Monster;false
Kaiser Dragon;Kaminari Attack;Twin-Headed Thunder Dragon;2800;2100;Monster;false
Kaiser Dragon;Mega Thunderball;Twin-Headed Thunder Dragon;2800;2100;Monster;false
Kaiser Dragon;Bolt Escargot;Twin-Headed Thunder Dragon;2800;2100;Monster;false
Kaiser Dragon;Bolt Penguin;Twin-Headed Thunder Dragon;2800;2100;Monster;false
Blackland Fire Dragon;Tyhone #2;Red-Eyes B. Dragon;2400;2000;Monster;false
Blackland Fire Dragon;Time Wizard;Thousand Dragon;2400;2000;Monster;false
Blackland Fire Dragon;Shadow Specter;Dragon Zombie;1600;0;Monster;false
Blackland Fire Dragon;Skull Servant;Dragon Zombie;1600;0;Monster;false
Blackland Fire Dragon;Zombie Warrior;Dragon Zombie;1600;0;Monster;false
Blackland Fire Dragon;The Snake Hair;Dragon Zombie;1600;0;Monster;false
Blackland Fire Dragon;Armored Zombie;Dragon Zombie;1600;0;Monster;false
Blackland Fire Dragon;Clown Zombie;Dragon Zombie;1600;0;Monster;false
Blackland Fire Dragon;Graveyard and the Hand of Invitation;Dragon Zombie;1600;0;Monster;false
Blackland Fire Dragon;The 13th Grave;Dragon Zombie;1600;0;Monster;false
Blackland Fire Dragon;Fiend's Hand;Dragon Zombie;1600;0;Monster;false
Blackland Fire Dragon;Blue-Eyed Silver Zombie;Dragon Zombie;1600;0;Monster;false
Blackland Fire Dragon;Temple of Skulls;Dragon Zombie;1600;0;Monster;false
Blackland Fire Dragon;Dokuroizo the Grim Reaper;Dragon Zombie;1600;0;Monster;false
Blackland Fire Dragon;Fire Reaper;Dragon Zombie;1600;0;Monster;false
Blackland Fire Dragon;Mech Mole Zombie;Dragon Zombie;1600;0;Monster;false
Blackland Fire Dragon;Phantom Ghost;Dragon Zombie;1600;0;Monster;false
